PERMNO,quarter_date,weight
32870.0,1984-03-31,0.0006096186817470652
16600.0,1984-03-31,0.0020595287597857427
48653.0,1984-03-31,0.005407409162589865
12490.0,1984-03-31,0.15778401207726994
40272.0,1984-03-31,0.002107390770166889
59328.0,1984-03-31,0.009173188819286788
21573.0,1984-03-31,0.0060591842262565625
53065.0,1984-03-31,0.0006830267009362355
12431.0,1984-03-31,0.0022588152770329863
56573.0,1984-03-31,0.0014036613715693695
42877.0,1984-03-31,0.0004415308276110612
42534.0,1984-03-31,0.0014510409488404433
22111.0,1984-03-31,0.015176059532281473
48071.0,1984-03-31,0.006155153004627252
26825.0,1984-03-31,0.005222292524476971
64995.0,1984-03-31,0.0004707776621090326
46886.0,1984-03-31,0.00048668803979199174
17750.0,1984-03-31,0.0047012406864364335
11308.0,1984-03-31,0.016694700322944202
16678.0,1984-03-31,0.003042133107715999
52708.0,1984-03-31,0.00030368923487398804
50876.0,1984-03-31,0.010409422105782606
61399.0,1984-03-31,0.0016326896209324913
58683.0,1984-03-31,0.0015428794425694134
13100.0,1984-03-31,0.0030959695833299205
64039.0,1984-03-31,4.52591945177631e-05
34032.0,1984-03-31,0.0036669448913769676
43449.0,1984-03-31,0.009227338890586469
25646.0,1984-03-31,0.0013654415078514755
34067.0,1984-03-31,0.0001940276280779098
60097.0,1984-03-31,0.0011336135600580302
28580.0,1984-03-31,0.002498725891588952
61794.0,1984-03-31,0.0017319541284884874
47837.0,1984-03-31,0.0014776753358098868
45751.0,1984-03-31,0.003890475726216275
22592.0,1984-03-31,0.019328703801351696
50470.0,1984-03-31,0.00021872661692168586
13901.0,1984-03-31,0.019119087606520386
22760.0,1984-03-31,0.0002896592981685142
22752.0,1984-03-31,0.0157732205050159
66253.0,1984-03-31,0.0001921381220038172
61997.0,1984-03-31,9.296029943412863e-05
52637.0,1984-03-31,3.506514369670668e-05
59950.0,1984-03-31,0.0013610698650125853
57809.0,1984-03-31,0.00028284801120517344
21207.0,1984-03-31,0.003518079008028292
38762.0,1984-03-31,0.0020792045519719762
24766.0,1984-03-31,0.0025555949253022975
64311.0,1984-03-31,0.008413980179599536
58246.0,1984-03-31,0.0006718171424127206
34817.0,1984-03-31,0.0011495449007768938
25232.0,1984-03-31,0.0008312019372371393
34833.0,1984-03-31,0.007159678455859672
61023.0,1984-03-31,2.643892082384756e-05
61640.0,1984-03-31,5.7512655572467115e-05
61621.0,1984-03-31,0.00011940488594335578
60506.0,1984-03-31,0.001983130391853226
13688.0,1984-03-31,0.00876781044679861
23712.0,1984-03-31,0.004778640747544062
13856.0,1984-03-31,0.008189847082404379
21936.0,1984-03-31,0.012295552564526057
18163.0,1984-03-31,0.018204865814847607
41355.0,1984-03-31,0.0019420383089321497
54148.0,1984-03-31,0.0009255449471881564
38797.0,1984-03-31,1.4650329254538739e-05
35529.0,1984-03-31,0.00010974659207677207
40360.0,1984-03-31,0.0007254768486427988
22509.0,1984-03-31,0.004811093226829804
22517.0,1984-03-31,0.0032477422465625938
42112.0,1984-03-31,0.0002809001485716711
60310.0,1984-03-31,0.0001650737095140631
20917.0,1984-03-31,3.017714003729975e-05
62631.0,1984-03-31,6.168231672757494e-05
18948.0,1984-03-31,0.008816895678653208
36003.0,1984-03-31,0.001075376546609783
20343.0,1984-03-31,0.00025211733370628797
41996.0,1984-03-31,0.00024263864206623716
36468.0,1984-03-31,0.0012906431294701544
42585.0,1984-03-31,0.00031008522709900495
60206.0,1984-03-31,0.0013518736077887071
18411.0,1984-03-31,0.008019721847805875
71117.0,1984-03-31,3.471861179544303e-05
14605.0,1984-03-31,0.0003776992331347396
18198.0,1984-03-31,0.0005640405091424313
43350.0,1984-03-31,0.0015414930493570283
52038.0,1984-03-31,0.0017158154236847308
10401.0,1984-03-31,0.034197050045718325
43123.0,1984-03-31,0.0076982256470681095
74924.0,1984-03-31,1.0125287983996266e-05
57736.0,1984-03-31,2.410097575196056e-05
51369.0,1984-03-31,0.0014702804832524485
57891.0,1984-03-31,7.744538659066477e-05
26542.0,1984-03-31,0.012988611494563929
62092.0,1984-03-31,0.00020337742537557493
61209.0,1984-03-31,0.0001754351149362537
15579.0,1984-03-31,0.007514344128367966
23579.0,1984-03-31,0.0024031185839454797
44759.0,1984-03-31,0.0005683135690557166
19596.0,1984-03-31,0.0025594932001277233
48725.0,1984-03-31,0.011768717478134304
58130.0,1984-03-31,6.558880679680089e-05
46842.0,1984-03-31,0.0011391766965322479
61671.0,1984-03-31,0.0007334898274751502
15202.0,1984-03-31,0.0015748871655528582
81227.0,1984-03-31,1.3754017827487912e-05
45903.0,1984-03-31,4.382350984257549e-05
50024.0,1984-03-31,0.001961964524412161
38156.0,1984-03-31,0.002169105381301127
55976.0,1984-03-31,0.010543176473086845
62498.0,1984-03-31,0.0004521794832819969
39917.0,1984-03-31,0.009514399622155636
14593.0,1984-06-30,0.003741898710192118
20482.0,1984-06-30,0.01240855654213191
60871.0,1984-06-30,0.0014446341068289424
10516.0,1984-06-30,0.0037976334530767067
26331.0,1984-06-30,0.00011233619858739663
39116.0,1984-06-30,3.2787111733108974e-05
24109.0,1984-06-30,0.007179827846788092
57904.0,1984-06-30,0.0007351498053991292
17224.0,1984-06-30,7.340928385476428e-05
14702.0,1984-06-30,0.00046593212747224685
12299.0,1984-06-30,7.76210031560345e-06
61241.0,1984-06-30,0.003949826990827947
10460.0,1984-06-30,0.0013578442098381664
14008.0,1984-06-30,0.00014548326625381738
27051.0,1984-06-30,0.008088192205401204
10057.0,1984-06-30,0.0002492715390317207
39490.0,1984-06-30,0.0004714471456217805
28222.0,1984-06-30,0.0029854292961947007
47351.0,1984-06-30,6.609566044628458e-06
52046.0,1984-06-30,4.685372571592577e-05
44601.0,1984-06-30,0.0011748961663296063
23544.0,1984-06-30,0.0005397454075458015
59176.0,1984-06-30,0.01448410708109684
19561.0,1984-06-30,0.009973950253290394
58827.0,1984-06-30,0.005609597305016049
27887.0,1984-06-30,0.005077203689126142
39642.0,1984-06-30,0.0015994492159737723
10866.0,1984-06-30,0.0012692715620912164
49656.0,1984-06-30,0.0009579290575021489
16839.0,1984-06-30,2.4979649923462564e-05
52484.0,1984-06-30,1.6387830629442266e-05
62519.0,1984-06-30,2.4683112001239982e-05
19393.0,1984-06-30,0.015086266381222915
11260.0,1984-06-30,0.00715666383103396
56274.0,1984-06-30,0.0019704821618891167
18542.0,1984-06-30,0.008411342204128988
59192.0,1984-06-30,0.00200791757895354
50198.0,1984-06-30,1.7886227942375872e-05
56354.0,1984-06-30,0.00038129609404327755
40715.0,1984-06-30,0.00010055982625041868
64186.0,1984-06-30,0.005395364510713007
23473.0,1984-06-30,0.0010281386678159413
18729.0,1984-06-30,0.00443159424334688
46578.0,1984-06-30,0.0016522617391159043
25022.0,1984-06-30,0.0003642166841308697
23229.0,1984-06-30,0.0012410904770153628
61532.0,1984-06-30,4.126046265919183e-05
35327.0,1984-06-30,4.552297508971404e-06
52388.0,1984-06-30,0.0009277068519953137
31069.0,1984-06-30,0.00048562430072114854
25320.0,1984-06-30,0.0047362391013203615
52003.0,1984-06-30,0.00016142937281990926
62148.0,1984-06-30,0.007156968002605666
23660.0,1984-06-30,0.00033696572988432404
23210.0,1984-06-30,0.002450656917685143
64936.0,1984-06-30,0.004568068041599388
26112.0,1984-06-30,0.0028717806971000417
28557.0,1984-06-30,1.3577253010673741e-05
22699.0,1984-06-30,0.00023429608035757717
11703.0,1984-06-30,0.025669909465873355
19350.0,1984-06-30,0.00435836669907019
10559.0,1984-06-30,0.0019328694092751657
26403.0,1984-06-30,0.003740068102325724
25953.0,1984-06-30,0.002876540571154569
20626.0,1984-06-30,0.012825517633763371
51924.0,1984-06-30,1.5283740672493738e-05
11674.0,1984-06-30,0.003924946284745859
27959.0,1984-06-30,0.005760236807893701
38543.0,1984-06-30,3.24964458489502e-05
11404.0,1984-06-30,0.0076986582291582025
52476.0,1984-06-30,0.0004641164933029157
22103.0,1984-06-30,0.010240158511709571
33284.0,1984-06-30,1.321208564358034e-05
24328.0,1984-06-30,0.0009317104075472218
33516.0,1984-06-30,0.0001533377043679743
18251.0,1984-06-30,0.00028228942186073755
11762.0,1984-06-30,0.002894339305729794
66149.0,1984-06-30,3.848416306262081e-05
25785.0,1984-06-30,0.014271929793718037
53517.0,1984-06-30,5.921509984501113e-06
18550.0,1984-06-30,0.005346730236255181
60628.0,1984-06-30,0.003790040027054486
60636.0,1984-06-30,6.181142147492626e-05
28441.0,1984-06-30,0.0004463309708133342
34746.0,1984-06-30,0.0005701966225371255
27860.0,1984-06-30,0.0008740035406789011
12052.0,1984-06-30,0.006501174094008525
12060.0,1984-06-30,0.05606182127678135
62260.0,1984-06-30,0.0008506962471960126
40361.0,1984-06-30,0.000187479495282405
17144.0,1984-06-30,0.00560820974242157
51836.0,1984-06-30,0.00023402303058760984
22293.0,1984-06-30,0.003160348502058609
12079.0,1984-06-30,0.0484618849259596
46674.0,1984-06-30,0.0035084018142150257
16424.0,1984-06-30,0.0033775569516504888
52695.0,1984-06-30,0.0017485343903759327
23819.0,1984-06-30,0.009346996272439867
52978.0,1984-06-30,0.0006842627235381215
42906.0,1984-06-30,0.0005232643583120962
51561.0,1984-06-30,0.008084551835403542
66181.0,1984-06-30,0.0013229155658231846
23309.0,1984-06-30,0.0031373124967342685
18374.0,1984-06-30,0.005820457494257141
32870.0,1984-06-30,0.0006036155655659008
16600.0,1984-06-30,0.0023093513129118256
48653.0,1984-06-30,0.005998631277217917
12490.0,1984-06-30,0.15169627888790135
40272.0,1984-06-30,0.002229795766815668
59328.0,1984-06-30,0.00801334838264745
21573.0,1984-06-30,0.005693539557147779
53065.0,1984-06-30,0.0008243143545829115
12431.0,1984-06-30,0.001867683914728772
56573.0,1984-06-30,0.0014071470158295572
42877.0,1984-06-30,0.0004543665613017598
42534.0,1984-06-30,0.0014518285278647266
22111.0,1984-06-30,0.013360061002788439
48071.0,1984-06-30,0.005977472856064481
26825.0,1984-06-30,0.005637081085571825
64995.0,1984-06-30,0.0006181934872631241
46886.0,1984-06-30,0.0005868808442878387
17750.0,1984-06-30,0.004310259146426689
11308.0,1984-06-30,0.01792378696584154
16678.0,1984-06-30,0.0034813625469406802
52708.0,1984-06-30,0.00022990438308965108
50876.0,1984-06-30,0.010464892271682132
61399.0,1984-06-30,0.001809221903765445
48486.0,1984-06-30,0.00015776786348521837
58683.0,1984-06-30,0.001469718279029941
13100.0,1984-06-30,0.003835235929624046
64039.0,1984-06-30,4.4148330978975304e-05
34032.0,1984-06-30,0.0034534982583183695
43449.0,1984-06-30,0.009489266065863262
25646.0,1984-06-30,0.0014623453480370166
34067.0,1984-06-30,0.00018460748146539386
60097.0,1984-06-30,0.0009660756295099807
61794.0,1984-06-30,0.001619420311030705
47837.0,1984-06-30,0.0016779172606205118
45751.0,1984-06-30,0.003698883682559458
22592.0,1984-06-30,0.021237398597384712
50470.0,1984-06-30,0.0002741560619385495
13901.0,1984-06-30,0.01993245000002728
22760.0,1984-06-30,0.0002647367256803863
22752.0,1984-06-30,0.016065473355853097
61997.0,1984-06-30,6.861006714520951e-05
52637.0,1984-06-30,3.6397319889814606e-05
59950.0,1984-06-30,0.001190229232121836
57809.0,1984-06-30,0.00030223967118254383
21207.0,1984-06-30,0.0026336043739898967
38762.0,1984-06-30,0.002175343477044216
24766.0,1984-06-30,0.0033386341473445012
64311.0,1984-06-30,0.007537998680528459
58246.0,1984-06-30,0.0006942498858770555
34817.0,1984-06-30,0.0009845704941976708
25232.0,1984-06-30,0.0008450253264358847
34833.0,1984-06-30,0.006721130363812366
61023.0,1984-06-30,2.376413804425317e-05
61640.0,1984-06-30,5.331340798897539e-05
61621.0,1984-06-30,0.0001283871210329276
60506.0,1984-06-30,0.0017360645303436185
13688.0,1984-06-30,0.009826832211639611
23712.0,1984-06-30,0.005476471742867527
13856.0,1984-06-30,0.009174875679917172
21936.0,1984-06-30,0.012315637999013931
18163.0,1984-06-30,0.02054248370319693
41355.0,1984-06-30,0.001891221392103762
54148.0,1984-06-30,0.000683210160715183
38797.0,1984-06-30,9.761088873477156e-06
35529.0,1984-06-30,0.00010625805198754328
40360.0,1984-06-30,0.0009522214365041223
22509.0,1984-06-30,0.00457945920823938
22517.0,1984-06-30,0.003636565797801528
42112.0,1984-06-30,0.0002581852928125896
60310.0,1984-06-30,0.00016009876899464914
20917.0,1984-06-30,2.9361364726680185e-05
62631.0,1984-06-30,4.822704861810015e-05
18948.0,1984-06-30,0.009686968485812863
36003.0,1984-06-30,0.0010938285704320163
20343.0,1984-06-30,0.0002076948671227925
41996.0,1984-06-30,0.00021973166434790059
36468.0,1984-06-30,0.0015115448061584842
42585.0,1984-06-30,0.0003353121639655542
60206.0,1984-06-30,0.0014733096175097691
18411.0,1984-06-30,0.008041509209191984
71117.0,1984-06-30,3.598311525029106e-05
14605.0,1984-06-30,0.0004954655429141967
18198.0,1984-06-30,0.0005606663047595562
43350.0,1984-06-30,0.0014138775458583002
52038.0,1984-06-30,0.0015283582127466014
10401.0,1984-06-30,0.039128583420692156
43123.0,1984-06-30,0.006596258538366341
74924.0,1984-06-30,7.5310356177923895e-06
57736.0,1984-06-30,2.6064802557655295e-05
51369.0,1984-06-30,0.0013963131056018213
57891.0,1984-06-30,6.0199547026409465e-05
26542.0,1984-06-30,0.012495684962117065
62092.0,1984-06-30,0.0002267264360895152
61209.0,1984-06-30,0.00016450808237676668
15579.0,1984-06-30,0.0072660041158012
23579.0,1984-06-30,0.0023084015107550037
44759.0,1984-06-30,0.0005493673291171663
19596.0,1984-06-30,0.0028976851930185552
48725.0,1984-06-30,0.010445245900330129
58130.0,1984-06-30,7.393189524244367e-05
46842.0,1984-06-30,0.0010266671350771495
61671.0,1984-06-30,0.0004954173922020735
15202.0,1984-06-30,0.001666399845162148
81227.0,1984-06-30,1.5782276704111503e-05
66384.0,1984-06-30,0.00028650202196771736
45903.0,1984-06-30,3.752056161634902e-05
50024.0,1984-06-30,0.0017815842758123973
38156.0,1984-06-30,0.0021101902787071733
55976.0,1984-06-30,0.013556269282652704
62498.0,1984-06-30,0.00043147324650237015
39917.0,1984-06-30,0.008276199596905546
14593.0,1984-09-30,0.0032699746394709364
20482.0,1984-09-30,0.0108373471291093
60871.0,1984-09-30,0.0012346270738418212
10516.0,1984-09-30,0.0036499455401985577
26331.0,1984-09-30,0.00012115923288175964
39116.0,1984-09-30,3.13755414888022e-05
24109.0,1984-09-30,0.007654127683951823
57904.0,1984-09-30,0.0008315279045312154
17224.0,1984-09-30,7.333536986898571e-05
14702.0,1984-09-30,0.00040272534382142477
12299.0,1984-09-30,7.256138179648983e-06
61241.0,1984-09-30,0.004106583990694774
10460.0,1984-09-30,0.00125312055134902
14008.0,1984-09-30,0.00011586171451889886
27051.0,1984-09-30,0.007230002644909321
10057.0,1984-09-30,0.000195402426260777
39490.0,1984-09-30,0.0004609577339341174
28222.0,1984-09-30,0.00289623380523519
47351.0,1984-09-30,4.1593796520899005e-06
52046.0,1984-09-30,2.9241229067016003e-05
44601.0,1984-09-30,0.0012810276587879499
23544.0,1984-09-30,0.0005405320389083087
59176.0,1984-09-30,0.015975416961643594
19561.0,1984-09-30,0.011246809394111741
58827.0,1984-09-30,0.005782853227382346
27887.0,1984-09-30,0.004374557742348806
39642.0,1984-09-30,0.0016222873310730024
10866.0,1984-09-30,0.0010953753322737532
49656.0,1984-09-30,0.0010554456101087204
16839.0,1984-09-30,2.152116834912187e-05
52484.0,1984-09-30,1.4882339406460064e-05
62519.0,1984-09-30,1.936582656390762e-05
19393.0,1984-09-30,0.013569050957325395
11260.0,1984-09-30,0.008102977879468549
56274.0,1984-09-30,0.0018629941279230638
18542.0,1984-09-30,0.007219900488088099
59192.0,1984-09-30,0.0018828786339938873
50198.0,1984-09-30,1.555339781514834e-05
56354.0,1984-09-30,0.0004342368707146307
40715.0,1984-09-30,9.2733445935914e-05
64186.0,1984-09-30,0.005726075558601743
23473.0,1984-09-30,0.0010784322496242727
18729.0,1984-09-30,0.004169137545466377
46578.0,1984-09-30,0.0014982484863173562
25022.0,1984-09-30,0.0003909306255833346
23229.0,1984-09-30,0.0008993499531129604
61532.0,1984-09-30,3.8730846890239716e-05
35327.0,1984-09-30,4.166904536128055e-06
52388.0,1984-09-30,0.0006501443372335201
31069.0,1984-09-30,0.00023069601362073113
25320.0,1984-09-30,0.0047172165055732376
52003.0,1984-09-30,0.00015400642669173806
62148.0,1984-09-30,0.007790459770513087
23660.0,1984-09-30,0.00035400333214952536
23210.0,1984-09-30,0.0025636419931245164
64936.0,1984-09-30,0.004608466075216253
26112.0,1984-09-30,0.002863741893450156
28557.0,1984-09-30,1.2427816294264543e-05
22699.0,1984-09-30,0.0002258481070791501
11703.0,1984-09-30,0.02556140140606436
19350.0,1984-09-30,0.004427826127709043
10559.0,1984-09-30,0.0019543870695167523
49680.0,1984-09-30,0.00010428924910579276
26403.0,1984-09-30,0.004269393187981861
25953.0,1984-09-30,0.0027579396051609774
20626.0,1984-09-30,0.011844541032798507
51924.0,1984-09-30,1.4378440921762218e-05
11674.0,1984-09-30,0.00419047139795212
27959.0,1984-09-30,0.005968801711832616
38543.0,1984-09-30,2.3677047626053136e-05
11404.0,1984-09-30,0.007886521365160734
52476.0,1984-09-30,0.0004515156169413845
22103.0,1984-09-30,0.010003724888102751
33284.0,1984-09-30,9.674850906198644e-06
24328.0,1984-09-30,0.0008627741792620765
33516.0,1984-09-30,0.00014732432966585684
18251.0,1984-09-30,0.000218196912487498
11762.0,1984-09-30,0.0035725977946620847
66149.0,1984-09-30,3.629359069945318e-05
87717.0,1984-09-30,5.3632670371441434e-05
25785.0,1984-09-30,0.016544317544629886
53517.0,1984-09-30,3.1380110168396794e-06
18550.0,1984-09-30,0.005391136520162882
60628.0,1984-09-30,0.004041158348933323
60636.0,1984-09-30,6.659764245039388e-05
37517.0,1984-09-30,8.163155452105105e-06
28441.0,1984-09-30,0.0003539227083919737
34746.0,1984-09-30,0.0005097517694960962
27860.0,1984-09-30,0.0008100354919889537
12052.0,1984-09-30,0.005954677235747142
12060.0,1984-09-30,0.054492368485607054
62260.0,1984-09-30,0.0005748675472826906
40361.0,1984-09-30,0.00015254014928773194
17144.0,1984-09-30,0.005352385517333255
51836.0,1984-09-30,0.00018494444992289328
22293.0,1984-09-30,0.0030268370363306925
12079.0,1984-09-30,0.05233192267904807
46674.0,1984-09-30,0.0036789684804420025
16424.0,1984-09-30,0.003398907346309968
52695.0,1984-09-30,0.001802146571861254
23819.0,1984-09-30,0.008017745399189383
52978.0,1984-09-30,0.0010174132337047366
42906.0,1984-09-30,0.0005819014326373555
51561.0,1984-09-30,0.007562506845870122
66181.0,1984-09-30,0.0007225372153767271
23309.0,1984-09-30,0.00291478640683126
18374.0,1984-09-30,0.005844100139789895
32870.0,1984-09-30,0.0006635332559042651
16600.0,1984-09-30,0.0025012416234922617
48653.0,1984-09-30,0.005491858974234589
12490.0,1984-09-30,0.16317415308795333
40272.0,1984-09-30,0.0019333007319666923
59328.0,1984-09-30,0.007564991670077864
21573.0,1984-09-30,0.005399091666320504
53065.0,1984-09-30,0.0007783621800889274
12431.0,1984-09-30,0.0018190087620073244
56573.0,1984-09-30,0.0015081071593907726
42877.0,1984-09-30,0.00047531467518719913
42534.0,1984-09-30,0.0011970843523920343
22111.0,1984-09-30,0.01304105940641253
48071.0,1984-09-30,0.0064619095128197485
26825.0,1984-09-30,0.005797123901214847
64995.0,1984-09-30,0.0006597442080451958
46886.0,1984-09-30,0.0006158429595831685
17750.0,1984-09-30,0.004459968669878019
11308.0,1984-09-30,0.017829923826609195
16678.0,1984-09-30,0.0036556101654041367
52708.0,1984-09-30,0.00023048289815493625
50876.0,1984-09-30,0.008827816634377518
61399.0,1984-09-30,0.0016950209789647942
48486.0,1984-09-30,0.0001454005124377451
58683.0,1984-09-30,0.0012582449973790031
13100.0,1984-09-30,0.003812781343325636
64039.0,1984-09-30,4.293645082999256e-05
34032.0,1984-09-30,0.003021269697125892
43449.0,1984-09-30,0.009564052632399846
25646.0,1984-09-30,0.001490410782099901
34067.0,1984-09-30,0.00017932443652982587
60097.0,1984-09-30,0.0009409179500314429
61794.0,1984-09-30,0.0013103757815201866
47837.0,1984-09-30,0.001595705409462363
45751.0,1984-09-30,0.0037372272076488288
22592.0,1984-09-30,0.019026427419201
50470.0,1984-09-30,0.000340105408822771
13901.0,1984-09-30,0.02056506948303517
22760.0,1984-09-30,0.0002821928262817
22752.0,1984-09-30,0.013131046000928659
61997.0,1984-09-30,5.812489176929042e-05
52637.0,1984-09-30,4.213619704226315e-05
57809.0,1984-09-30,0.0002997999799475475
21207.0,1984-09-30,0.00231299348073076
38762.0,1984-09-30,0.0020273005083878844
24766.0,1984-09-30,0.0033024394079242615
64311.0,1984-09-30,0.0076946736403704094
58246.0,1984-09-30,0.0006691841750710606
34817.0,1984-09-30,0.0009618038031710577
66667.0,1984-09-30,4.346803013811648e-05
25232.0,1984-09-30,0.0007826513639906754
34833.0,1984-09-30,0.006282775079611886
61640.0,1984-09-30,6.77777055150916e-05
61621.0,1984-09-30,0.00011599178751441554
60506.0,1984-09-30,0.0017743225068926024
13688.0,1984-09-30,0.009782267550859865
23712.0,1984-09-30,0.005941484770298964
13856.0,1984-09-30,0.008819352214818029
21936.0,1984-09-30,0.012108338742557222
18163.0,1984-09-30,0.020059927779995875
41355.0,1984-09-30,0.0018819562982074962
54148.0,1984-09-30,0.0008338979742573756
38797.0,1984-09-30,5.460109607256606e-06
35529.0,1984-09-30,0.00012504852294605148
40360.0,1984-09-30,0.0011474604296189907
22509.0,1984-09-30,0.005075378411137277
22517.0,1984-09-30,0.003752831667177093
42112.0,1984-09-30,0.00020262765866669785
60310.0,1984-09-30,0.00015226602851205632
20917.0,1984-09-30,2.6583534085790313e-05
62631.0,1984-09-30,4.6197413077098526e-05
18948.0,1984-09-30,0.009191129860557392
36003.0,1984-09-30,0.0004777092007864833
20343.0,1984-09-30,0.0002263979611056524
41996.0,1984-09-30,0.00022983898307795704
36468.0,1984-09-30,0.0014600822744758363
42585.0,1984-09-30,0.00039362130911869183
60206.0,1984-09-30,0.0015451349637756627
18411.0,1984-09-30,0.008930977419623447
71117.0,1984-09-30,3.3781354414143596e-05
14605.0,1984-09-30,0.0004467346281185713
18198.0,1984-09-30,0.0006130985268761101
43350.0,1984-09-30,0.0016050228283767494
52038.0,1984-09-30,0.0015313816257207843
10401.0,1984-09-30,0.04126625686218237
43123.0,1984-09-30,0.007171432441252487
74924.0,1984-09-30,7.006473277097356e-06
57736.0,1984-09-30,2.187000047346203e-05
51369.0,1984-09-30,0.001252441699310435
57891.0,1984-09-30,0.000106322311525387
26542.0,1984-09-30,0.011323052056678039
62092.0,1984-09-30,0.00024664849903576017
61209.0,1984-09-30,0.00014344928313206578
15579.0,1984-09-30,0.006424870958600518
23579.0,1984-09-30,0.0022246284987248533
44759.0,1984-09-30,0.0005674009810958319
19596.0,1984-09-30,0.002902506871064426
48725.0,1984-09-30,0.00991031500884098
58130.0,1984-09-30,7.266888013989203e-05
46842.0,1984-09-30,0.0010948093534957405
61671.0,1984-09-30,0.0004299186622601641
15202.0,1984-09-30,0.001770360655446514
81227.0,1984-09-30,1.8190332178804483e-05
