PERMNO,COMNAM,TICKER,Notes
20183,QUAKER STATE CORP,KSF,Company name updated on 1987-07-31
20186,KINNATE BIOPHARMA INC,KNTE,Original record
20187,SEER INC,SEER,Original record
20188,CALIFORNIA RESOURCES CORP,CRC,Original record
20189,DOORDASH INC,DASH,Original record
20190,AIRBNB INC,ABNB,Original record
20191,APARTMENT INCOME REIT CORP,AIRC,Original record
20192,C M C GROUP INC,CMCGA,Original record
20193,C3 AI INC,AI,Original record
20194,HYDROFARM HOLDINGS GROUP INC,HYFM,Original record
20195,CERTARA INC,CERT,Original record
20196,UPSTART HOLDINGS INC,UPST,Original record
20197,NABRIVA THERAPEUTICS AG,NBRV,Original record
20198,ADVISORSHARES TRUST,QPX,Original record
20199,ADVISORSHARES TRUST,QPT,Original record
20200,ADVISORS INNER CIRCLE FUND III,RAYC,Original record
20201,ALPHA ARCHITECT ETF TRUST,KNGS,Original record
20201,E A SERIES TRUST,KNGS,Company name updated on 2022-05-31
20202,ALPHA ARCHITECT ETF TRUST,DUDE,Original record
20202,E A SERIES TRUST,DUDE,Company name updated on 2022-05-31
20203,AMERICAN CENTURY E T F TRUST,AVMU,Original record
20204,CRANE CO,CR,Original record
20204,CRANE HOLDINGS CO,CR,Company name updated on 2022-05-31
20204,CRANE N X T CO,CXT,Company name and Ticker updated on 2023-04-28
20205,C M C INTERNATIONAL INC,CMCI,Original record
20205,VOTRAX INTERNATIONAL INC,VOTX,Company name and Ticker updated on 1986-02-28
20206,AMPLIFY ETF TRUST,JGLD,Original record
20207,ATLAS CREST INVESTMENT CORP,ACIC,Original record
20207,ARCHER AVIATION INC,ACHR,Company name and Ticker updated on 2021-09-30
20208,COLLABORATIVE INV SERIES TRUST,SPCX,Original record
20209,D P C M CAPITAL INC,XPOA,Original record
20210,DIMENSIONAL E T F TRUST,DFAE,Original record
20211,DIREXION SHARES E T F TRUST,WWOW,Original record
20213,C M E S A T INC,CSAT,Original record
20214,E T F SERIES SOLUTIONS,BNE,Original record
20215,E T F SERIES SOLUTIONS,DSTX,Original record
20216,EXCHANGE LISTED FUNDS TRUST,NVQ,Original record
20217,FIRST TRUST E T F VIII,QDEC,Original record
20218,FIRST TRUST E T F VIII,YDEC,Original record
20219,FIRST TRUST E T F VIII,DDEC,Original record
20220,BLACK & DECKER MFG CO,BDK,Original record
20220,BLACK & DECKER CORP,BDK,Company name updated on 1985-01-31
20221,C M INDUSTRIES,CMIN,Original record
20222,FIRST TRUST E T F VIII,FDEC,Original record
20223,GUINNESS ATKINSON FUNDS,MRAD,Original record
20224,INVESCO ACTIVELY MANAGED ETF TR,IVSG,Original record
20225,INVESCO ACTIVELY MANAGED ETF TR,IVRA,Original record
20226,INVESCO ACTIVELY MANAGED ETF TR,IVDG,Original record
20227,INVESCO ACTIVELY MANAGED ETF TR,IVLC,Original record
20228,J P MORGAN E T F TRUST,JCTR,Original record
20229,KRANESHARES TRUST,KBUY,Original record
20230,KRANESHARES TRUST,KMLM,Original record
20231,LISTED FUNDS TRUST,HEGD,Original record
20232,LISTED FUNDS TRUST,CBTG,Original record
20233,LISTED FUNDS TRUST,DECZ,Original record
20234,NEW AGE ALPHA TRUST,AVDR,Original record
20235,NEW AGE ALPHA TRUST,AVDG,Original record
20236,NORTHERN LIGHTS FUND TR IV,FEVR,Original record
20237,NORTHERN LIGHTS FUND TR IV,GLRY,Original record
20238,NORTHERN STAR ACQUISITION CORP,STIC,Original record
20238,ORIGINAL BARK CO,BARK,Company name and Ticker updated on 2021-06-30
20238,BARK INC,BARK,Company name updated on 2021-11-30
20239,EL PASO NATURAL GAS CO,ELG,Original record
20239,EL PASO CO,ELG,Company name updated on 1974-06-28
20240,C M L GROUP INC,CMLI,Original record
20240,C M L GROUP INC,CML,Ticker updated on 1987-09-30
20241,ORLA MINING LTD,ORLA,Original record
20242,PACER FUNDS TRUST,PSMD,Original record
20243,PACER FUNDS TRUST,PSFF,Original record
20244,PACER FUNDS TRUST,PSFD,Original record
20245,PACER FUNDS TRUST,PSCX,Original record
20246,RICE ACQUISITION CORP,RICE,Original record
20246,ARCHAEA ENERGY INC,LFG,Company name and Ticker updated on 2021-09-30
20247,CENTRAL FDRY CO,FD,Original record
20247,GABLE INDS INC,GBI,Company name and Ticker updated on 1971-07-30
20247,HAJOCA CORP ME,HJA,Company name and Ticker updated on 1979-01-31
20248,C P I CORP,CPIC,Original record
20248,C P I CORP,CPY,Ticker updated on 1989-04-28
20249,SIMPLIFY EXCHANGE TRADED FUNDS,VFIN,Original record
20250,SIMPLIFY EXCHANGE TRADED FUNDS,VPOP,Original record
20251,SIMPLIFY EXCHANGE TRADED FUNDS,VCLO,Original record
20252,SIMPLIFY EXCHANGE TRADED FUNDS,VCAR,Original record
20253,SUPERNOVA PRTNRS ACQ CO INC,SPNV,Original record
20253,OFFERPAD SOLUTIONS INC,OPAD,Company name and Ticker updated on 2021-09-30
20254,TIDAL E T F TRUST,SPRE,Original record
20255,GAR WOOD INDS INC,GWD,Original record
20256,TIDAL E T F TRUST,SDEI,Original record
20256,TIDAL E T F TRUST,DIVY,Ticker updated on 2023-04-28
20257,TIDAL E T F TRUST,SDEF,Original record
20257,TIDAL E T F TRUST,FXED,Ticker updated on 2023-04-28
20258,TIDAL E T F TRUST,GSPY,Original record
20259,TIDAL E T F TRUST,JSTC,Original record
20260,TRIMTABS ETF TRUST,DFNV,Original record
20260,TRIMTABS ETF TRUST,ABOT,Ticker updated on 2024-12-31
20261,TRIMTABS ETF TRUST,DFHY,Original record
20261,TRIMTABS ETF TRUST,ABHY,Ticker updated on 2024-12-31
20262,UNIFIED SERIES TRUST,MGMT,Original record
20263,MCGRAW EDISON CO,MGR,Original record
20264,C N L FINANCIAL CORP,CNLF,Original record
20265,VANECK VECTORS E T F TRUST,MBBB,Original record
20265,VANECK E T F TRUST,MBBB,Company name updated on 2021-09-30
20266,VANECK VECTORS E T F TRUST,MIG,Original record
20266,VANECK E T F TRUST,MIG,Company name updated on 2021-09-30
20267,WISDOMTREE TRUST,GCC,Original record
20268,AJAX I,AJAX,Original record
20269,ALTIMAR ACQUISITION CORP,ATAC,Original record
20269,BLUE OWL CAPITAL INC,OWL,Company name and Ticker updated on 2021-05-28
20270,BLUESCAPE OPPORTUNITIES ACQ CORP,BOAC,Original record
20272,C O M B CO,CMCO,Original record
20272,C V N COMPANIES INC,CAVN,Company name and Ticker updated on 1987-09-30
20273,CERBERUS TELECOM ACQ CORP,CTAC,Original record
20274,H I G ACQUISITION CORP,HIGA,Original record
20275,HORIZON ACQUISITION CORP II,HZON,Original record
20276,ABCELLERA BIOLOGICS INC,ABCL,Original record
20277,ACIES ACQUISITION CORP,ACAC,Original record
20277,PLAYSTUDIOS INC,MYPS,Company name and Ticker updated on 2021-06-30
20278,EDOC ACQUISITION CORP,ADOC,Original record
20279,ALTIMETER GROWTH CORP,AGC,Original record
20280,BIOATLA INC,BCAB,Original record
20281,BULL HORN HOLDINGS CORP,BHSE,Original record
20281,COEPTIS THERAPEUTICS HOLDINGS IN,COEP,Company name and Ticker updated on 2022-10-31
20282,BREEZE HOLDINGS ACQ CORP,BREZ,Original record
20283,BRIDGETOWN HOLDINGS LTD,BTWN,Original record
20284,BETTER WORLD ACQUISITION CORP,BWAC,Original record
20285,CLENE INC,CLNN,Original record
20286,C O N X CORP,CONX,Original record
20287,CONVERSION LABS INC,CVLB,Original record
20287,LIFEMD INC,LFMD,Company name and Ticker updated on 2021-02-26
20288,CYCLO THERAPEUTICS INC,CYTH,Original record
20289,DOCEBO INC,DCBO,Original record
20290,DECARBONIZATION PL ACQ CORP,DCRB,Original record
20290,HYZON MOTORS INC,HYZN,Company name and Ticker updated on 2021-07-30
20291,EUCRATES BIOMEDICAL ACQ CORP,EUCR,Original record
20292,4D MOLECULAR THERAPEUTICS INC,FDMT,Original record
20293,FIRST TRUST E T F VI,FICS,Original record
20294,G B S INC,GBS,Original record
20294,INTELLIGENT BIO SOLUTIONS INC,INBS,Company name and Ticker updated on 2022-10-31
20295,GOOD WORKS ACQUISITION CORP,GWAC,Original record
20295,CIPHER MINING INC,CIFR,Company name and Ticker updated on 2021-08-31
20296,INVESCO ACTIVELY MANAGED ETF TR,IHYF,Original record
20297,INHIBIKASE THERAPEUTICS INC,IKT,Original record
20298,TEXAS GULF PRODUCING CO,TR,Original record
20299,C P A C INC,CPAK,Original record
20300,SUNSET INTL PETROLEUM CORP,SSI,Original record
20301,IMMUNOPRECISE ANTIBODIES LTD,IPA,Original record
20302,LEFTERIS ACQUISITION CORP,LFTR,Original record
20303,LUX HEALTH TECH ACQ CORP,LUXA,Original record
20304,MONTES ARCHIMEDES ACQ CORP,MAAC,Original record
20305,908 DEVICES INC,MASS,Original record
20306,MIDWEST HOLDING INC,MDWT,Original record
20307,MOTION ACQUISITION CORP,MOTN,Original record
20307,DOCGO INC,DCGO,Company name and Ticker updated on 2021-11-30
20308,MEDIROM HEALTHCARE TECHNOL INC,MRM,Original record
20309,NANOBIOTIX S A,NBTX,Original record
20310,NEXTGEN ACQUISITION CORP,NGAC,Original record
20310,XOS INC,XOS,Company name and Ticker updated on 2021-08-31
20311,ORIENTAL CULTURE HOLDING LTD,OCG,Original record
20312,ONDAS HOLDINGS INC,ONDS,Original record
20313,O T R ACQUISITION CORP,OTRA,Original record
20314,PHARMING GROUP N V,PHAR,Original record
20315,PUBMATIC INC,PUBM,Original record
20316,SIMPLIFY EXCHANGE TRADED FUNDS,QQC,Original record
20317,SIMPLIFY EXCHANGE TRADED FUNDS,QQD,Original record
20318,SILVERBACK THERAPEUTICS INC,SBTX,Original record
20318,ARS PHARMACEUTICALS INC,SPRY,Company name and Ticker updated on 2022-11-30
20320,C P T CORP,CPTC,Original record
20320,C P T HOLDINGS INC,CPTH,Company name and Ticker updated on 1992-10-30
20321,SCOPUS BIOPHARMA INC,SCPS,Original record
20322,SEAPORT GLOBAL ACQ CORP,SGAM,Original record
20322,REDBOX ENTERTAINMENT INC,RDBX,Company name and Ticker updated on 2021-10-29
20323,SIGILON THERAPEUTICS INC,SGTX,Original record
20324,SARISSA CAPITAL ACQUISITION CORP,SRSA,Original record
20325,SPRING VALLEY ACQ CORP,SV,Original record
20325,NUSCALE POWER CORP,SMR,Company name and Ticker updated on 2022-05-31
20326,TEKKORP DIGITAL ACQ CORP,TEKK,Original record
20327,NATIONAL CASTINGS CO,NML,Original record
20328,C S M SYSTEMS INC,CSMS,Original record
20328,C M S ENVIRONMENTAL SYSTEMS INC,CSMS,Company name updated on 1990-12-31
20329,TURMERIC ACQUISITION CORP,TMPM,Original record
20330,T S INNOVATION ACQUISITION CORP,TSIA,Original record
20330,LATCH INC,LTCH,Company name and Ticker updated on 2021-06-30
20331,VIRIOS THERAPEUTICS INC,VIRI,Original record
20331,DOGWOOD THERAPEUTICS INC,DWTX,Company name and Ticker updated on 2024-10-31
20332,VIVOS THERAPEUTICS INC,VVOS,Original record
20333,CONTEXTLOGIC INC,WISH,Original record
20333,CONTEXTLOGIC INC,LOGC,Ticker updated on 2024-05-31
20334,WUNONG NET TECHNOLOGY CO LTD,WNW,Original record
20334,MEIWU TECHNOLOGY CO LTD,WNW,Company name updated on 2021-12-31
20335,PITTSBURGH STL CO,PSC,Original record
20336,C S P INC,CSPI,Original record
20337,17 EDUCATION & TECH GROUP INC,YQ,Original record
20338,YELLOWSTONE ACQUISITION CO,YSAC,Original record
20338,SKY HARBOUR GROUP CORP,SKYH,Company name and Ticker updated on 2022-01-31
20339,AFFIRM HOLDINGS INC,AFRM,Original record
20340,POSHMARK INC,POSH,Original record
20341,PETCO HEALTH & WELLNESS CO INC,WOOF,Original record
20342,DRIVEN BRANDS HOLDINGS INC,DRVN,Original record
20343,ROPER GEO D CORP MASS,ROP,Original record
20343,ROPER GEO D CORP,ROP,Company name updated on 1964-06-30
20343,ROPER CORP,ROP,Company name updated on 1968-04-30
20344,DREAM FINDERS HOMES INC,DFH,Original record
20345,QUALTRICS INTERNATIONAL INC,XM,Original record
20346,COGNYTE SOFTWARE LTD,CGNT,Original record
20347,SHOALS TECHNOLOGIES GROUP INC,SHLS,Original record
20348,A I M E T F PRODUCTS TRUST,AZAJ,Original record
20348,A I M E T F PRODUCTS TRUST,JANT,Ticker updated on 2022-10-31
20349,A I M E T F PRODUCTS TRUST,AZBJ,Original record
20349,A I M E T F PRODUCTS TRUST,JANW,Ticker updated on 2022-10-31
20350,ALPHA ARCHITECT ETF TRUST,BOB,Original record
20350,E A SERIES TRUST,BOB,Company name updated on 2022-05-31
20352,AMERICAN CENTURY E T F TRUST,LVOL,Original record
20353,AMPLIFY ETF TRUST,ISWN,Original record
20354,CAPITOL INVESTMENT CORP V,CAP,Original record
20354,DOMA HOLDINGS INC,DOMA,Company name and Ticker updated on 2021-07-30
20355,CASCADE ACQUISITION CORP,CAS,Original record
20356,CONCORD ACQUISITION CORP,CND,Original record
20357,DMY TECHNOLOGY GROUP INC III,DMYI,Original record
20357,IONQ INC,IONQ,Company name and Ticker updated on 2021-10-29
20358,DELWINDS INSURANCE ACQ CORP,DWIN,Original record
20358,FOXO TECHNOLOGIES INC,FOXO,Company name and Ticker updated on 2022-09-30
20359,DIREXION SHARES E T F TRUST,CLDL,Original record
20360,DIREXION SHARES E T F TRUST,CLDS,Original record
20361,FIRST TRUST EXCHANGE TRADED FUND,BGLD,Original record
20362,FIRST TRUST E T F VIII,FJAN,Original record
20363,FIRST TRUST E T F VIII,DJAN,Original record
20364,FIRST TRUST E T F VIII,BUFD,Original record
20365,FOREST ROAD ACQUISITION CORP,FRX,Original record
20365,BEACHBODY CO INC,BODY,Company name and Ticker updated on 2021-06-30
20365,BEACHBODY CO INC,BODI,Ticker updated on 2024-03-28
20366,FRANKLIN TEMPLETON E T F TRUST,XDAT,Original record
20367,GLOBAL X FUNDS,ONOF,Original record
20368,INDEXIQ E T F TRUST,HART,Original record
20368,NEW YORK LIFE INVESTMENTS ETF TR,HART,Company name updated on 2024-08-30
20369,INNOVATOR E T F S TRUST,DBJA,Original record
20370,INNOVATOR E T F S TRUST,TSJA,Original record
20371,INNOVATOR E T F S TRUST,DSJA,Original record
20372,KRANESHARES TRUST,KSTR,Original record
20373,KUKE MUSIC HOLDING LTD,KUKE,Original record
20374,LISTED FUNDS TRUST,SPXZ,Original record
20375,LISTED FUNDS TRUST,DIVZ,Original record
20376,LISTED FUNDS TRUST,OVT,Original record
20377,LISTED FUNDS TRUST,OVLH,Original record
20379,LISTED FUNDS TRUST,INFL,Original record
20380,LISTED FUNDS TRUST,JANZ,Original record
20381,LIVE OAK ACQUISITION CORP II,LOKB,Original record
20381,NAVITAS SEMICONDUCTOR CORP,NVTS,Company name and Ticker updated on 2021-10-29
20382,M Y T NETHERLANDS PARENT B V,MYTE,Original record
20383,NORTHERN LIGHTS FUND TR IV,TMAT,Original record
20384,OMNICHANNEL ACQUISITION CORP,OCA,Original record
20385,P I M C O DYNAMIC INC OPP FUND,PDO,Original record
20386,MASONITE CORP,MNC,Original record
20387,C V AMERN CORP,CVAL,Original record
20388,PINE ISLAND ACQUISITION CORP,PIPP,Original record
20389,R L X TECHNOLOGY INC,RLX,Original record
20390,SPARTAN ACQUISITION CORP II,SPRQ,Original record
20390,SUNLIGHT FINANCIAL HOLDINGS INC,SUNL,Company name and Ticker updated on 2021-07-30
20391,TEXAS PACIFIC LAND CORP,TPL,Original record
20392,TIDAL E T F TRUST,EUCG,Original record
20393,ALTIMETER GROWTH CORP 2,AGCB,Original record
20394,OUTBOARD MARINE CORP,OM,Original record
20395,C V B FINANCIAL CORP,CVBF,Original record
20395,C V B FINANCIAL CORP,CVB,Ticker updated on 1989-12-29
20396,AMERICAS TECHNOLOGY ACQ CORP,ATA,Original record
20397,CONSONANCE HFW ACQUISITION CORP,CHFW,Original record
20397,SURROZEN INC,SRZN,Company name and Ticker updated on 2021-08-31
20398,FAR PEAK ACQUISITION CORP,FPAC,Original record
20399,GENESIS PARK ACQUISITION CORP,GNPK,Original record
20399,REDWIRE CORP,RDW,Company name and Ticker updated on 2021-09-30
20400,HIGHLAND TRANSCEND PTNRS I CORP,HTPA,Original record
20401,INVESTINDUSTRIAL ACQ CORP,IIAC,Original record
20402,JAWS SPITFIRE ACQUISITION CORP,SPFR,Original record
20402,VELO3D INC,VLD,Company name and Ticker updated on 2021-09-30
20403,L & F ACQUISITION CORP,LNFA,Original record
20403,ZEROFOX HOLDINGS INC,ZFOX,Company name and Ticker updated on 2022-08-31
20404,REINVENT TECHNOLOGY PARTNERS Z,RTPZ,Original record
20404,HIPPO HOLDINGS INC,HIPO,Company name and Ticker updated on 2021-08-31
20405,THOMA BRAVO ADVANTAGE,TBA,Original record
20406,TIGA ACQUISITION CORP,TINV,Original record
20406,GRINDR INC,GRND,Company name and Ticker updated on 2022-11-30
20407,STOKELY VAN CAMP INC,SBC,Original record
20407,STOKELY VAN CAMP INC,SVC,Ticker updated on 1978-10-31
20408,CINE VIDEO INTERNATIONAL CORP,CVID,Original record
20408,C V INTERNATIONAL CORP,CVID,Company name updated on 1980-07-31
20409,TREPONT ACQUISITION CORP I,TACA,Original record
20410,Z I M INTEGRATED SHIP SERV LTD,ZIM,Original record
20411,ORTHO CLINICAL DIAGNOSTICS PLC,OCDX,Original record
20411,ORTHO CLINICAL DIAGNOSTICS HLDGS,OCDX,Company name updated on 2021-09-30
20412,AGRIFY CORP,AGFY,Original record
20413,ALTITUDE ACQUISITION CORP,ALTU,Original record
20414,AEQUI ACQUISITION CORP,ARBG,Original record
20415,TALCOTT JAMES INC,TLC,Original record
20415,TALCOTT NATIONAL CORP,TLC,Company name updated on 1968-10-31
20415,LEUCADIA NATIONAL CORP,LUK,Company name and Ticker updated on 1980-05-30
20415,JEFFERIES FINANCIAL GROUP INC,JEF,Company name and Ticker updated on 2018-05-31
20416,CABANA COACH CORP,CABA,Original record
20417,BENESSERE CAPITAL ACQ CORP,BENE,Original record
20418,BRIDGETOWN 2 HOLDINGS LTD,BTNB,Original record
20419,C F FINANCE ACQUISITION CORP III,CFAC,Original record
20419,AEYE INC,LIDR,Company name and Ticker updated on 2021-08-31
20420,CULLINAN MANAGEMENT INC,CGEM,Original record
20420,CULLINAN ONCOLOGY INC,CGEM,Company name updated on 2021-02-26
20420,CULLINAN THERAPEUTICS INC,CGEM,Company name updated on 2024-04-30
20421,COMSOVEREIGN HOLDING CORP,COMS,Original record
20422,CROWN ELECTROKINETICS CORP,CRKN,Original record
20423,UNITED STKYDS CORP,UST,Original record
20424,D D 3 ACQUISITION CORP II,DDMX,Original record
20425,EZGO TECHNOLOGIES LTD,EZGO,Original record
20426,FINTECH ACQUISITION CORP V,FTCV,Original record
20427,GENERATIONS BANCORP N Y INC,GBNY,Original record
20428,GRACELL BIOTECHNOLOGIES INC,GRCL,Original record
20429,HEALTH ASSURANCE ACQ CORP,HAAC,Original record
20430,HEALTHCOR CATALIO ACQ CORP,HCAQ,Original record
20430,HYPERFINE INC,HYPR,Company name and Ticker updated on 2021-12-31
20431,ASSOCIATES INVESTMENT CO,ATS,Original record
20432,C P S CHEMICAL CO,CPSC,Original record
20433,HEALTHCARE SERVICES ACQ CORP,HCAR,Original record
20434,HUMANCO ACQUISITION CORP,HMCO,Original record
20435,HOME POINT CAPITAL INC,HMPT,Original record
20436,HUADI INTERNATIONAL GROUP CO LTD,HUDI,Original record
20437,LEXARIA BIOSCIENCE CORP,LEXX,Original record
20438,MONTAUK RENEWABLES INC,MNTK,Original record
20439,MOTORSPORT GAMES INC,MSGM,Original record
20440,MUDRICK CAPITAL ACQ CORP II,MUDS,Original record
20441,NEBULA CARAVEL ACQUISITION CORP,NEBC,Original record
20441,ROVER GROUP INC,ROVR,Company name and Ticker updated on 2021-08-31
20442,N L S PHARMACEUTICS LTD,NLSP,Original record
20443,NATURAL ORDER ACQ CORP,NOAC,Original record
20444,OMEGA ALPHA S P A C,OMEG,Original record
20445,PATRIA INVESTMENTS LTD,PAX,Original record
20446,POPULATION HEALTH INV CO INC,PHIC,Original record
20447,PLAYTIKA HOLDING CORP,PLTK,Original record
20448,PROPTECH INVESTMENT CORP II,PTIC,Original record
20448,APPRECIATE HOLDINGS INC,SFR,Company name and Ticker updated on 2022-11-30
20449,QILIAN INTERNTL HLDG GROUP LTD,QLI,Original record
20449,QILIAN INTERNTL HLDG GROUP LTD,BGM,Ticker updated on 2024-08-30
20449,BGM GROUP LTD,BGM,Company name updated on 2024-10-31
20450,R M G ACQUISITION CORP II,RMGB,Original record
20451,ROTH C H ACQUISITION II CO,ROCC,Original record
20451,RESERVOIR MEDIA INC,RSVR,Company name and Ticker updated on 2021-07-30
20452,RODGERS SILICON VALLEY ACQ CORP,RSVA,Original record
20452,ENOVIX CORP,ENVX,Company name and Ticker updated on 2021-07-30
20453,PROSHARES TRUST,SKYU,Original record
20454,S V F INVESTMENT CORP,SVFA,Original record
20455,TIAN RUIXIANG HOLDINGS LTD,TIRX,Original record
20456,TRINITY CAPITAL INC,TRIN,Original record
20457,PROSHARES TRUST,UCYB,Original record
20458,ATLAS CORP,AZ,Original record
20459,C P REHAB CORP,CRHB,Original record
20459,PRIME MEDICAL SERVICES INC,PMSI,Company name and Ticker updated on 1986-07-31
20459,PRIME MEDICAL SERVICES INC NEW,PMSI,Company name updated on 1993-10-29
20460,10X CAPITAL VENTURE ACQ CORP,VCVC,Original record
20461,VINCI PARTNERS INVESTMENTS LTD,VINP,Original record
20462,VERSUS SYSTEMS INC,VS,Original record
20463,WISDOMTREE TRUST,WCBR,Original record
20464,ZANITE ACQUISITION CORP,ZNTE,Original record
20464,EVE HOLDING INC,EVEX,Company name and Ticker updated on 2022-05-31
20465,ON24 INC,ONTF,Original record
20467,CABLE T V INDS,CATV,Original record
20468,SANA BIOTECHNOLOGY INC,SANA,Original record
20469,VIANT TECHNOLOGY INC,DSP,Original record
20470,SIGNIFY HEALTH INC,SGFY,Original record
20471,BUMBLE INC,BMBL,Original record
20474,S C M CORP,SCM,Original record
20475,CABLE WEST CORP,CWTV,Original record
20482,ABBOTT LABORATORIES,ABT,Original record
20483,CABLEGUARD INC,CGRD,Original record
20490,FIFTH AVE COACH LINES INC,FCL,Original record
20491,CABOT J P EQUITY CORP,CABO,Original record
20503,MUELLER BRASS CO,MUB,Original record
20504,ATOURS INC,ATRS,Original record
20504,CACHE INC,CACH,Company name and Ticker updated on 1983-05-31
20511,RELIANCE MFG CO,RMC,Original record
20512,CACI INC,CACI,Original record
20512,CACI INC,CACIA,Ticker updated on 1986-06-30
20512,CACI INTERNATIONAL INC,CACIA,Company name updated on 1986-12-31
20512,CACI INTERNATIONAL INC,CACI,Ticker updated on 1992-01-31
20512,CACI INTERNATIONAL INC,CAI,Ticker updated on 2002-08-30
20519,ADVISORSHARES TRUST,SENT,Original record
20520,AMERICAN CENTURY E T F TRUST,QCON,Original record
20521,AMERICAN CENTURY E T F TRUST,QPFF,Original record
20522,C B R E ACQUISITION HOLDINGS INC,CBAH,Original record
20522,ALTUS POWER INC,AMPS,Company name and Ticker updated on 2021-12-31
20523,CHURCHILL CAPITAL CORP V,CCV,Original record
20524,CLOOPEN GROUP HOLDING LTD,RAAS,Original record
20525,CRUCIBLE ACQUISITION CORP,CRU,Original record
20526,D B X ETF TRUST,SMLE,Original record
20527,D B X ETF TRUST,MIDE,Original record
20528,EXCHANGE LISTED FUNDS TRUST,OPPX,Original record
20529,FIDELITY COVINGTON TRUST,FSMO,Original record
20529,FIDELITY COVINGTON TRUST,FFSM,Ticker updated on 2024-02-29
20530,FIDELITY COVINGTON TRUST,FPRO,Original record
20531,FIDELITY COVINGTON TRUST,FMAG,Original record
20532,FIDELITY COVINGTON TRUST,FGRO,Original record
20532,FIDELITY COVINGTON TRUST,FFLG,Ticker updated on 2024-02-29
20533,FIRST TRUST E T F VIII,EFIX,Original record
20534,FORTRESS VALUE ACQ CORP III,FVT,Original record
20535,GABELLI E T F S TRUST,LOPP,Original record
20536,GABELLI E T F S TRUST,GGRW,Original record
20537,GOLDEN FALCON ACQUISITION CORP,GFX,Original record
20538,TWIN INDS CORP,TWN,Original record
20538,WHEELABRATOR CORP,WHL,Company name and Ticker updated on 1964-01-31
20539,CADBURY SCHWEPPES PLC,CADBY,Original record
20539,CADBURY SCHWEPPES PLC,CSG,Ticker updated on 1996-05-31
20539,CADBURY PLC,CBY,Company name and Ticker updated on 2008-05-30
20540,HUMANKIND BENEFIT CORP,HKND,Original record
20541,INVESCO ET SELF INDEX FD TR,IMFL,Original record
20542,KINGSWOOD ACQUISITION CORP,KWAC,Original record
20543,LISTED FUNDS TRUST,SUBZ,Original record
20544,LISTED FUNDS TRUST,FEBZ,Original record
20545,LOANDEPOT INC,LDI,Original record
20546,ALLEN INDUSTRIES INC,ANL,Original record
20547,CADE INDUSTRIES INC,CADE,Original record
20548,NORTHERN STAR INVEST CORP II,NSTB,Original record
20549,PERIPHAS CAPITAL PARTNERING CORP,PCPC,Original record
20550,RIVERNORTH FLEX MUNI INC FD II,RFMZ,Original record
20551,SSGA ACTIVE TRUST,MBND,Original record
20552,STAR PEAK CORP II,STPC,Original record
20552,BENSON HILL INC,BHIL,Company name and Ticker updated on 2021-09-30
20553,TELUS INTERNATIONAL CDA INC,TIXT,Original record
20555,CADEC SYSTEMS INC,KDCK,Original record
20556,VIRTUS E T F TR II,VABS,Original record
20557,VIVEON HEALTH ACQUISITION CORP,VHAQ,Original record
20558,WEST FRASER TIMBER CO LTD,WFG,Original record
20559,WILSHIRE ENHANCED GOLD TRUST,WGLD,Original record
20559,WSHARES ENHANCED GOLD ETF,WGLD,Company name updated on 2021-10-29
20560,ATOTECH LTD,ATC,Original record
20561,MOTIVE CAPITAL CORP,MOTV,Original record
20561,FORGE GLOBAL HOLDINGS INC,FRGE,Company name and Ticker updated on 2022-03-31
20562,MARTIN MARIETTA CORP,ML,Original record
20562,MARTIN MARIETTA CORP NEW,ML,Company name updated on 1993-04-30
20563,A B G ACQUISITION CORP I,ABGI,Original record
20564,ADAGENE INC,ADAG,Original record
20565,SPORTS VENTURES ACQUISITION CORP,AKIC,Original record
20566,AMPLITECH GROUP INC,AMPG,Original record
20567,ANGION BIOMEDICA CORP,ANGN,Original record
20567,ELICIO THERAPEUTICS INC,ELTX,Company name and Ticker updated on 2023-06-30
20568,APRIA INC,APR,Original record
20569,ARYA SCIENCES ACQ CORP IV,ARYD,Original record
20570,NATIONAL GYPSUM CO,NG,Original record
20571,WILLIAM BYRD PRESS INC,BYRD,Original record
20571,CADMUS COMMUNICATIONS CORP,CDMS,Company name and Ticker updated on 1984-07-31
20572,AUDDIA INC,AUUD,Original record
20573,BAOSHENG MEDIA GROUP HLDGS LTD,BAOS,Original record
20574,BROOKLINE CAPITAL ACQ CORP,BCAC,Original record
20574,APEXIGEN INC,APGN,Company name and Ticker updated on 2022-08-31
20575,BRIACELL THERAPEUTICS CORP,BCTX,Original record
20575,BRIACELL THERAPEUTICS CORP NEW,BCTX,Company name updated on 2023-09-29
20576,BIG CYPRESS ACQUISITION CORP,BCYP,Original record
20576,SAB BIOTHERAPEUTICS INC,SABS,Company name and Ticker updated on 2021-10-29
20577,BLUE WATER ACQUISITION CORP,BLUW,Original record
20577,CLARUS THERAPEUTICS HOLDINGS INC,CRXT,Company name and Ticker updated on 2021-09-30
20578,BOLT BIOTHERAPEUTICS INC,BOLT,Original record
20579,BIOPHYTIS S A,BPTS,Original record
20580,BESPOKE CAPITAL ACQUISITION CORP,BSPE,Original record
20580,VINTAGE WINE ESTATES INC,VWE,Company name and Ticker updated on 2021-06-30
20581,BIOVENTUS INC,BVS,Original record
20582,C F ACQUISITION CORP IV,CFIV,Original record
20583,CHESAPEAKE ENERGY CORP,CHK,Original record
