PERMNO,COMNAM,TICKER,Notes
82548,AMERIN CORP,AMRN,Original record
82549,A M X CORP,AMXX,Original record
82549,A M X CORP,PNJA,Ticker updated on 1999-07-30
82549,PANJA INC,PNJA,Company name updated on 1999-09-30
82549,A M X CORP,AMXC,Company name and Ticker updated on 2001-08-31
82550,APPLIED MICROSYSTEMS CORP,APMC,Original record
82551,ARBOR SOFTWARE CORP,ARSW,Original record
82551,HYPERION SOLUTIONS CORP,HYSL,Company name and Ticker updated on 1998-08-31
82552,ASTA FUNDING INC,ASFI,Original record
82553,WESTGATE CALIFORNIA CORP,WSTG,Original record
82554,B A B HOLDINGS INC,BAGL,Original record
82554,B A B HOLDINGS INC,INCU,Ticker updated on 2000-08-31
82554,PLANET ZANETT INC,INCU,Company name updated on 2000-10-31
82554,PLANET ZANETT INC,ZANE,Ticker updated on 2002-02-28
82554,ZANETT INC,ZANE,Company name updated on 2002-10-31
82555,BALLARD POWER SYSTEMS INC,BLDPF,Original record
82555,BALLARD POWER SYSTEMS INC,BLDP,Ticker updated on 1999-03-31
82556,BIOSAFE INTERNATIONAL INC,BSFE,Original record
82556,WASTE SYSTEMS INTERNATIONAL INC,WSII,Company name and Ticker updated on 1997-10-31
82557,CONSOLIDATED DELIVERY & LOG INC,CDLI,Original record
82557,CONSOLIDATED DELIVERY & LOG INC,CDV,Ticker updated on 1999-02-26
82557,C D & L INC,CDV,Company name updated on 2000-06-30
82558,C F C INTERNATIONAL INC,CFCI,Original record
82559,CARDIOMETRICS INC,CFLO,Original record
82560,CARNEGIE GROUP INC,CGIX,Original record
82561,WESTLANDS BANK SANTA ANA CA,WBSA,Original record
82561,WESTLANDS DIVERSIFIED BANCORP,WBSA,Company name updated on 1981-12-31
82562,CLARIFY INC,CLFY,Original record
82563,HEALTHTECH INTERNATIONAL INC,CLUB,Original record
82563,HEALTHTECH INTERNATIONAL INC,GYMM,Ticker updated on 1996-01-31
82564,CATALYST INTERNATIONAL INC,CLYS,Original record
82565,CORT BUSINESS SERVICES CORP,CORT,Original record
82565,CORT BUSINESS SERVICES CORP,CBS,Ticker updated on 1995-12-29
82565,CORT BUSINESS SERVICES CORP,CBZ,Ticker updated on 1997-08-29
82566,CORESTAFF INC,CSTF,Original record
82566,METAMOR WORLDWIDE INC,MMWW,Company name and Ticker updated on 1998-03-31
82567,CYTOCLONAL PHARMACEUTICS INC,CYPH,Original record
82567,EXEGENICS INC,EXEG,Company name and Ticker updated on 2001-10-31
82567,OPKO HEALTH INC,OPK,Company name and Ticker updated on 2007-06-29
82568,ECKLER INDUSTRIES INC,ECKL,Original record
82568,SMART CHOICE AUTOMOTIVE GRP INC,SMCH,Company name and Ticker updated on 1997-04-30
82569,EMBRYO DEVELOPMENT CORP,EMBR,Original record
82570,EXSORBET INDUSTRIES INC,EXSO,Original record
82570,CONSOLIDATED ECO SYSTEMS INC,EXSO,Company name updated on 1997-09-30
82571,FIRSTCITY FINANCIAL CORP,FCFC,Original record
82572,FIRST COMMONWEALTH INC,FCWI,Original record
82573,FLUSHING FINANCIAL CORP,FFIC,Original record
82574,FRACTAL DESIGN CORP,FRAC,Original record
82575,FIRST SVGS BANK WASH BANCORP INC,FWWB,Original record
82575,FIRST WASHINGTON BANCRP INC WASH,FWWB,Company name updated on 1998-07-31
82575,BANNER CORP,BANR,Company name and Ticker updated on 2000-10-31
82576,GELTEX PHARMACEUTICALS INC,GELX,Original record
82577,GYNECARE INC,GYNE,Original record
82578,HUNGARIAN BROADCASTING CORP,HBCO,Original record
82579,HOME HEALTH CORP AMERICA INC,HHCA,Original record
82580,WESTMINSTER CORP,WMIN,Original record
82581,SCHEIN HENRY INC,HSIC,Original record
82582,IONA APPLIANCES INC,IAAPF,Original record
82582,FANTOM TECHNOLOGIES INC,FTMTF,Company name and Ticker updated on 1997-05-30
82583,I D X SYSTEMS CORP,IDXC,Original record
82584,INVESTORS FINANCIAL SERVS CORP,IFIN,Original record
82585,INSIGNIA SOLUTIONS PLC,INSGY,Original record
82585,INSIGNIA SOLUTIONS PLC,INSG,Ticker updated on 2000-12-29
82586,INNOVUS CORP,INUS,Original record
82587,INTEVAC INC,IVAC,Original record
82588,NEW HORIZON KIDS QUEST INC,KIDQ,Original record
82589,LEARMONTH & BURCHETT MGMT SYS PL,LBMSY,Original record
82590,LASALLE RE HOLDINGS LTD,LSREF,Original record
82590,LASALLE RE HOLDINGS LTD,LSH,Ticker updated on 1997-04-30
82591,LUMISYS INC,LUMI,Original record
82592,M A I D PLC,MAIDY,Original record
82592,DIALOG CORP,DIALY,Company name and Ticker updated on 1997-11-28
82592,DIALOG CORP,DIAL,Ticker updated on 1999-04-30
82592,BRIGHT STATION PLC,BSTN,Company name and Ticker updated on 2000-05-31
82592,SMARTLOGIK GROUP PLC,SLGK,Company name and Ticker updated on 2001-07-31
82593,MEDWAVE INC,MDWV,Original record
82594,META SOFTWARE INC,MESW,Original record
82595,MULTIMEDIA CONCEPTS INTL INC,MMCI,Original record
82596,NETTER DIGITAL ENTERTAINMENT INC,NETT,Original record
82597,NATIONAL SURGERY CENTERS INC,NSCI,Original record
82598,NETWORK APPLIANCE INC,NTAP,Original record
82598,NETAPP INC,NTAP,Company name updated on 2008-03-31
82599,NORTHWEST PIPE CO,NWPX,Original record
82600,ITALIAN OVEN INC,OVEN,Original record
82601,BULLET SPORTS INTERNATIONAL INC,PARR,Original record
82602,PEN INTERCONNECT INC,PENC,Original record
82603,PERCLOSE INC,PERC,Original record
82604,PATHOGENESIS CORP,PGNS,Original record
82605,PHOTON DYNAMICS INC,PHTN,Original record
82606,PIXAR,PIXR,Original record
82607,PAREXEL INTERNATIONAL CORP,PRXL,Original record
82608,ROSS TECHNOLOGY INC,RTEC,Original record
82609,WESTON ROY F INC,WTON,Original record
82610,SANO CORP,SANO,Original record
82611,SAVILLE SYSTEMS PLC,SAVLY,Original record
82612,SCOPUS TECHNOLOGY INC,SCOP,Original record
82613,SECURE COMPUTING CORP,SCUR,Original record
82614,SOFTWARE 2000 INC,SFWR,Original record
82614,INFINIUM SOFTWARE INC,INFM,Company name and Ticker updated on 1997-02-28
82615,SIMON TRANSPORTATION SVCS INC,SIMN,Original record
82616,SMART MODULAR TECHNOLOGIES INC,SMOD,Original record
82618,SANDISK CORP,SNDK,Original record
82619,SILICON STORAGE TECHNOLOGY INC,SSTI,Original record
82620,S Y N C RESEARCH INC,SYNX,Original record
82620,ENTRADA NETWORKS INC,ESAN,Company name and Ticker updated on 2000-08-31
82621,U S OPPORTUNITY SEARCH INC,USOS,Original record
82621,MILESTONE SCIENTIFIC INC,WAND,Company name and Ticker updated on 1996-12-31
82621,MILESTONE SCIENTIFIC INC,MS,Ticker updated on 1998-04-30
82621,MILESTONE SCIENTIFIC INC,MSS,Ticker updated on 2005-12-30
82621,MILESTONE SCIENTIFIC INC,MLSS,Ticker updated on 2015-06-30
82622,VENTURE SEISMIC LTD,VSEIF,Original record
82623,VISIO CORP,VSIO,Original record
82624,VITRAN CORP INC,VTNAF,Original record
82624,VITRAN CORP INC,VTNA,Ticker updated on 1999-04-30
82624,VITRAN CORP INC,VVN,Ticker updated on 2000-04-28
82624,VITRAN CORP INC,VTNC,Ticker updated on 2005-03-31
82625,H N C MORTGAGE & REALTY INVS,HNCMS,Original record
82625,WESTPORT CO,WSPTS,Company name and Ticker updated on 1977-09-30
82626,WESTERN FIDELITY FUNDING INC,WFFI,Original record
82627,PETES BREWING CO,WIKD,Original record
82628,YIELDUP INTERNATIONAL CORP,YILD,Original record
82631,BANCO DE A EDWARDS,AED,Original record
82632,BIG FLOWER PRESS HOLDINGS INC,BGF,Original record
82632,BIG FLOWER HOLDINGS INC,BGF,Company name updated on 1997-12-31
82633,WESTSIDE FED SVGS & LN,WFHC,Original record
82633,WESTSIDE BANCORPORATION INC,WFHC,Company name updated on 1984-04-30
82634,BOSTON BEER INC,SAM,Original record
82635,BUCKEYE CELLULOSE CORP,BKI,Original record
82635,BUCKEYE TECHNOLOGIES INC,BKI,Company name updated on 1997-11-28
82637,E N I SPA,E,Original record
82638,EMERITUS CORP,ESC,Original record
82639,IMPERIAL CREDIT MTG HLDGS INC,IMH,Original record
82639,IMPAC MORTGAGE HOLDINGS INC,IMH,Company name updated on 1998-02-27
82639,IMPAC MORTGAGE HOLDINGS INC,IMPM,Ticker updated on 2009-12-31
82640,K III COMMUNICATIONS CORP,KCC,Original record
82640,PRIMEDIA INC,PRM,Company name and Ticker updated on 1997-11-28
82641,WESTWIND FINANCIAL SVCS INC,WSTW,Original record
82642,LAUDER ESTEE COS INC,EL,Original record
82643,LEXMARK INTERNATIONAL GROUP INC,LXK,Original record
82643,LEXMARK INTERNATIONAL INC NEW,LXK,Company name updated on 2000-07-31
82644,MEADOWBROOK INSURANCE GROUP INC,MIG,Original record
82646,PERUSAHAAN P P P T TELEKOM INDO,TLK,Original record
82647,PHARMACIA & UPJOHN INC,PNU,Original record
82648,PHOENIX DUFF & PHELPS CORP,DUF,Original record
82648,PHOENIX INVESTMENT PARTNERS LTD,PXP,Company name and Ticker updated on 1998-05-29
82649,SCHWEITZER MAUDUIT INTL INC,SWM,Original record
82649,MATIV HOLDINGS INC,MATV,Company name and Ticker updated on 2022-07-29
82650,TELECOMUNICACOES BRASILEIRAS S A,TBR,Original record
82651,WATERS CORP,WAT,Original record
82652,KOOR INDUSTRIES LTD,KOR,Original record
82653,DISC GRAPHICS INC,DGI,Original record
82653,DISC GRAPHICS INC,DSGR,Ticker updated on 1996-05-31
82654,ROYAL BANK CANADA MONTREAL QUE,RY,Original record
82655,COOPER & CHYAN TECHNOLOGY INC,CCTI,Original record
82656,CORE LABORATORIES NV,CRLBF,Original record
82656,CORE LABORATORIES NV,CLB,Ticker updated on 1998-07-31
82656,CORE LABORATORIES INC,CLB,Company name updated on 2023-05-31
82657,GAYLORD COMPANIES INC,GJCO,Original record
82658,O S H A P TECHNOLOGIES INC,OSHSF,Original record
82659,TRIZEC LTD NEW,TZC,Original record
82661,ALL AMERICAN COMMUNICATIONS INC,AACIB,Original record
82662,ABACAN RESOURCE CORP NEW,ABACF,Original record
82663,ADVANCED LIGHTING TECHS INC,ADLT,Original record
82664,ADEPT TECHNOLOGY INC,ADTK,Original record
82664,ADEPT TECHNOLOGY INC,ADEP,Ticker updated on 2005-11-30
82665,AMBANC HOLDING INC,AHCI,Original record
82666,AMISYS MANAGED CARE SYSTEMS INC,AMCS,Original record
82667,A M L COMMUNICATIONS INC,AMLJ,Original record
82668,WESTWOOD ONE INC,WONE,Original record
82668,WESTWOOD ONE INC,WON,Ticker updated on 1998-12-31
82668,WESTWOOD ONE INC,WWON,Ticker updated on 2009-11-30
82668,WESTWOOD ONE INC,DIAL,Ticker updated on 2011-10-31
82668,DIAL GLOBAL INC,DIAL,Company name updated on 2011-12-30
82669,ALLEGRO NEW MEDIA INC,ANMI,Original record
82669,ALLEGRO NEW MEDIA INC,SPCO,Ticker updated on 1996-12-31
82669,SOFTWARE PUB CORP HLDGS INC,SPCO,Company name updated on 1997-06-30
82669,VIZACOM INC,VIZY,Company name and Ticker updated on 1999-08-31
82669,VIZACOM INC NEW,VIZY,Company name updated on 2001-05-31
82670,ATLANTIC PHARMACEUTICALS INC,ATLC,Original record
82670,ATLANTIC TECHNOLOGY VENTURES INC,ATLC,Company name updated on 2000-03-31
82670,MANHATTAN PHARMACEUTICALS INC,MHA,Company name and Ticker updated on 2005-10-31
82670,T G THERAPEUTICS INC,TGTX,Company name and Ticker updated on 2013-05-31
82671,T J T INC,AXLE,Original record
82672,BE SEMICONDUCTOR INDS NV,BESIF,Original record
82672,BE SEMICONDUCTOR INDS NV,BESI,Ticker updated on 1999-03-31
82673,BENCHMARQ MICROELECTRONICS INC,BMRQ,Original record
82675,SCHLOTZSKYS INC,BUNZ,Original record
82676,WESTWORLD COMMUNITY HEALTHCR INC,WCHI,Original record
82677,CARDIOTRONICS SYSTEMS INC,CDIO,Original record
82678,CLEAN DIESEL TECHNOLOGIES INC,CDTI,Original record
82678,C D T I ADVANCED MATERIALS INC,CDTI,Company name updated on 2018-03-29
82679,C K S GROUP INC,CKSG,Original record
82680,CLASSIC BANCSHARES INC,CLAS,Original record
82681,CELERITEK INC,CLTK,Original record
82682,COMPLETE MANAGEMENT INC,CMGT,Original record
82682,COMPLETE MANAGEMENT INC,CMI,Ticker updated on 1996-05-31
82683,CRONOS GROUP,CRNSF,Original record
82683,CRONOS GROUP,CRNS,Ticker updated on 1999-03-31
82684,OLD TUCSON CORP,OTUC,Original record
82684,WESTWORLD INC,WEST,Company name and Ticker updated on 1979-05-31
82684,WESTWORLD RESOURCES INC,WSTW,Company name and Ticker updated on 1989-03-31
82685,CASTELLE,CSTL,Original record
82686,CITRIX SYSTEMS INC,CTXS,Original record
82687,CITYSCAPE FINANCIAL CORP,CTYS,Original record
82688,CARDIOVASCULAR DIAGNOSTICS INC,CVDI,Original record
82688,PHARMANETICS INC,PHAR,Company name and Ticker updated on 1998-12-31
82689,CHARTWELL RE CORP,CWLR,Original record
82689,CHARTWELL RE CORP,CWL,Ticker updated on 1996-08-30
82690,D E M INC,DEMI,Original record
82691,DELTAPOINT INC,DTPT,Original record
82693,ELCOM INTERNATIONAL INC,ELCO,Original record
82694,EMCOR GROUP INC,EMCG,Original record
82694,EMCOR GROUP INC,EME,Ticker updated on 2000-11-30
82695,ERGO SCIENCE CORP,ERGO,Original record
82696,ELECTROSTAR INC,ESTR,Original record
82697,EAGLE U S A AIRFREIGHT INC,EUSA,Original record
82697,E G L INC,EAGL,Company name and Ticker updated on 2000-02-29
82698,FOREFRONT GROUP INC,FFGI,Original record
82699,FRENCH FRAGRANCES INC,FRAG,Original record
82699,ELIZABETH ARDEN INC,RDEN,Company name and Ticker updated on 2001-01-31
82700,FUISZ TECHNOLOGIES LTD,FUSE,Original record
82701,G C R HOLDINGS LTD,GCREF,Original record
82702,GLOBAL PHARMACEUTICAL CORP,GLPC,Original record
82702,IMPAX LABORATORIES INC,IPXL,Company name and Ticker updated on 1999-12-31
82702,AMNEAL PHARMACEUTICALS INC,AMRX,Company name and Ticker updated on 2018-05-31
82703,ASCENT ENTERTAINMENT GROUP INC,GOAL,Original record
82704,G T INTERACTIVE SOFTWARE CORP,GTIS,Original record
82704,INFOGRAMES INC,GTIS,Company name updated on 2000-06-30
82704,INFOGRAMES INC,IFGM,Ticker updated on 2000-10-31
82704,ATARI INC,ATAR,Company name and Ticker updated on 2003-05-30
82705,WETTERAU FOODS INC,WETT,Original record
82705,WETTERAU INC,WETT,Company name updated on 1973-09-28
82706,GUARANTEE LIFE COS INC,GUAR,Original record
82707,HELP AT HOME INC,HAHI,Original record
82708,H F N C FINANCIAL CORP,HFNC,Original record
82709,HOME CENTERS LTD,HOMEF,Original record
82710,HART BREWING INC,HOPS,Original record
82710,PYRAMID BREWERIES INC,PMID,Company name and Ticker updated on 1996-07-31
82711,INTERNATIONAL CUTLERY LTD,ICUT,Original record
82712,INSCI CORP,INSI,Original record
82713,STERLING VISION INC,ISEE,Original record
82713,EMERGING VISION INC,ISEE,Company name updated on 2000-04-28
82714,JOACHIM BANCORP INC,JOAC,Original record
82715,KIDDIE ACADEMY INTL INC,KAII,Original record
82716,KINETIKS COM INC,KNET,Original record
82716,ELINEAR INC,ELU,Company name and Ticker updated on 2004-04-30
82717,KENSEY NASH CORP,KNSY,Original record
82718,LEXINGTON GLOBAL ASSET MGRS INC,LGAM,Original record
82719,LERNOUT & HAUSPIE SPCH PRODS NV,LHSPF,Original record
82719,LERNOUT & HAUSPIE SPCH PRODS NV,LHSP,Ticker updated on 1999-03-31
82720,LEARNING TREE INTERNATIONAL INC,LTRE,Original record
82721,WHAM O MANUFACTURING CO,WHAM,Original record
82722,MOLECULAR DEVICES CORP,MDCC,Original record
82723,MECON INC,MECN,Original record
82724,META GROUP INC,METG,Original record
82725,AVALON CAPITAL INC,MIST,Original record
82726,MORROW SNOWBOARDS INC,MRRW,Original record
82726,INTERNATIONAL DISPLAYWORKS INC,IDWK,Company name and Ticker updated on 2005-02-28
82727,METATOOLS INC,MTLS,Original record
82727,METACREATIONS CORP,MCRE,Company name and Ticker updated on 1997-05-30
82727,VIEWPOINT CORP,VWPT,Company name and Ticker updated on 2000-12-29
82727,ENLIVEN MARKETING TECH CORP,ENLV,Company name and Ticker updated on 2008-01-31
82729,NEUROMEDICAL SYSTEMS INC,NSIX,Original record
82730,N U C O 2 INC,NUCO,Original record
82731,OLS ASIA HOLDINGS LTD,OLSAY,Original record
82731,OLS ASIA HOLDINGS LTD,OLSA,Ticker updated on 1999-04-30
82731,CHINA PROSPERITY INTL HLDGS LTD,CPIH,Company name and Ticker updated on 1999-06-30
82731,CHINA BROADBAND CORP LTD,CBBC,Company name and Ticker updated on 2000-06-30
82731,CHINA CONVERGENT CORP LTD,CVNG,Company name and Ticker updated on 2000-12-29
82731,CHINA CONVERGENT CORP LTD NEW,CVNG,Company name updated on 2001-05-31
82732,OBJECTIVE SYSTEMS INTEGR INC,OSII,Original record
82732,OBJECTIVE SYSTEMS INTEGRATORS IN,OSII,Company name updated on 1997-01-31
82733,PATRIOT BANK CORP,PBIX,Original record
82733,PATRIOT BANK CORP NEW,PBIX,Company name updated on 1999-01-29
82734,PHARMACOPEIA INC,PCOP,Original record
82734,PHARMACOPEIA INC,ACCL,Ticker updated on 2004-02-27
82734,ACCELRYS INC,ACCL,Company name updated on 2004-05-28
82735,PEEKSKILL FINANCIAL CORP,PEEK,Original record
82736,PHYSIO CONTROL INTL CORP,PHYS,Original record
82737,PENN OCTANE CORP,POCC,Original record
82738,QUINTEL ENTERTAINMENT INC,QTEL,Original record
82738,QUINTEL COMMUNICATIONS INC,QTEL,Company name updated on 1998-09-30
82738,TRAFFIX INC,TRFX,Company name and Ticker updated on 2000-10-31
82739,REGENT ASSISTED LIVING INC,RGNT,Original record
82740,RAYTEL MEDICAL CORP,RTEL,Original record
82740,RAYTEL MEDICAL CORP,RTLC,Ticker updated on 2001-05-31
82741,S C & T INTERNATIONAL INC,SCTI,Original record
82742,SAFETY FUND CORP,SFCO,Original record
82743,STAR GAS PARTNERS LP,SGASZ,Original record
82743,STAR GAS PARTNERS LP,SGU,Ticker updated on 1998-05-29
82743,STAR GROUP LP,SGU,Company name updated on 2017-10-31
82744,SPACETEC IMC CORP,SIMC,Original record
82744,LABTEC INC,LABT,Company name and Ticker updated on 1999-02-26
82745,SMITH MIDLAND CORP,SMID,Original record
82746,SYNAPTIC PHARMACEUTICAL CORP,SNAP,Original record
82747,SPACEHAB INC,SPAB,Original record
82747,ASTROTECH CORP,SPAB,Company name updated on 2009-02-27
82747,ASTROTECH CORP,ASTC,Ticker updated on 2009-05-29
82748,WHEELED COACH INDS,WHCO,Original record
82749,S Q A INC,SQAX,Original record
82750,SOURCE MEDIA INC,SRCM,Original record
82751,EXTENDED STAY AMERICA INC,STAY,Original record
82751,EXTENDED STAY AMERICA INC,ESA,Ticker updated on 1997-06-30
82752,STOLT NIELSEN S A,STLBY,Original record
82752,STOLT NIELSEN S A,SNSA,Ticker updated on 2001-03-30
82753,TECHFORCE CORP,TFRC,Original record
82754,TERRACE HOLDINGS INC,THIS,Original record
82755,TOLLGRADE COMMUNICATIONS INC,TLGD,Original record
82757,UNISON HEALTHCARE CORP,UNHC,Original record
82758,VACATION BREAK USA INC,VBRK,Original record
82759,VISIONEER INC,VSNR,Original record
82759,SCANSOFT INC,SSFT,Company name and Ticker updated on 1999-03-31
82759,NUANCE COMMUNICATIONS INC,SSFT,Company name updated on 2005-10-31
82759,NUANCE COMMUNICATIONS INC,NUAN,Ticker updated on 2005-11-30
82760,WIDECOM GROUP INC,WIDEF,Original record
82760,WIDECOM GROUP INC,WIDE,Ticker updated on 1999-02-26
82761,WESTERN PACIFIC AIRLINES INC,WPAC,Original record
82762,WESTELL TECHNOLOGIES INC,WSTL,Original record
82763,XATA CORP,XATA,Original record
82763,X R S CORP,XRSC,Company name and Ticker updated on 2012-08-31
82765,ZYDECO ENERGY INC,ZNRG,Original record
82766,ZORAN CORP,ZRAN,Original record
82767,TRIPLE P NV,TPPPF,Original record
82767,TRIPLE P NV,TPPP,Ticker updated on 1999-03-31
82768,BLONDER TONGUE LABORATORIES INC,BDR,Original record
82769,BRISTOL HOTEL CO,BH,Original record
82769,BRISTOL HOTELS & RESORTS INC,BH,Company name updated on 1998-07-31
82770,CAPMAC HOLDINGS INC,KAP,Original record
82771,CASTLE & COOKE INC NEW,CCS,Original record
82772,WHITING PETROLEUM CORP,WPCO,Original record
82773,CULLIGAN WATER TECHNOLOGIES INC,CUL,Original record
82774,HOST MARRIOTT SERVICES CORP,HMS,Original record
82775,I T T HARTFORD GROUP INC,HIG,Original record
82775,HARTFORD FINANCIAL SVCS GRP INC,HIG,Company name updated on 1997-05-30
82776,I T T CORP NEV,ITT,Original record
82777,M S C INDUSTRIAL DIRECT INC,MSM,Original record
82779,NOVAVAX INC,NOX,Original record
82779,NOVAVAX INC,NVAX,Ticker updated on 2001-07-31
82780,PECHINEY,PY,Original record
82781,PIEDMONT BANCORP INC,PDB,Original record
82782,UNIONAMERICA HOLDINGS PLC,UA,Original record
82783,UNITED TRANSNET INC,UT,Original record
82784,QUEBECOR PRINTING INC,PRW,Original record
82784,QUEBECOR WORLD INC,IQW,Company name and Ticker updated on 2000-04-28
82791,CONTIFINANCIAL CORP,CFN,Original record
82792,FURRS BISHOPS INC,CHI,Original record
82792,FURRS RESTAURANT GROUP INC,FRG,Company name and Ticker updated on 2000-02-29
82793,GLENBOROUGH REALTY TR INC,GLB,Original record
82794,HALLWOOD ENERGY PARTNERS L P,HEP,Original record
82795,HIGHLANDS INSURANCE GROUP INC,HIC,Original record
82797,PITTSTON CO,PZX,Original record
82799,WHITLOCK CORP,WHTL,Original record
82800,SOUTHERN PERU COPPER CORP,PCU,Original record
82800,SOUTHERN COPPER CORP,PCU,Company name updated on 2005-10-31
82800,SOUTHERN COPPER CORP,SCCO,Ticker updated on 2010-02-26
82801,WHITMAN MEDICAL CORP,WHIT,Original record
82801,WHITMAN MEDICAL CORP,WIX,Ticker updated on 1995-05-31
82801,WHITMAN EDUCATION GROUP INC,WIX,Company name updated on 1996-03-29
82802,WESTERN STAR TRUCKS HLDGS LTD,WSH,Original record
82803,WORLD COLOR PRESS INC DEL,WRC,Original record
82804,4FRONT SOFTWARE INTL INC,FFST,Original record
82804,4FRONT TECHNOLOGIES INC,FFTI,Company name and Ticker updated on 1997-12-31
82805,ALLIANCE COMMUNICATIONS CORP,ALLIF,Original record
82805,ALLIANCE ATLANTIS COMMS INC,ALLIF,Company name updated on 1998-09-30
82805,ALLIANCE ATLANTIS COMMS INC,AACB,Ticker updated on 1999-02-26
82806,MOYCO TECHNOLOGIES INC,MOYC,Original record
82807,AAVID THERMAL TECHNOLOGIES INC,AATT,Original record
82808,NOR WESTER BREWING INC,ALES,Original record
82809,AREA BANCSHARES CORP NEW,AREA,Original record
82810,BELL TECHNOLOGY GROUP LTD,BELT,Original record
82810,GLOBIX CORP,GBIX,Company name and Ticker updated on 1998-06-30
82810,GLOBIX CORP,GEX,Ticker updated on 2005-04-29
82810,NEON COMMUNICATIONS GROUP INC,NGI,Company name and Ticker updated on 2007-03-30
82811,BALLY TOTAL FITNESS HOLDING CORP,BFIT,Original record
82811,BALLY TOTAL FITNESS HOLDING CORP,BFT,Ticker updated on 1998-04-30
82812,BROADWAY FINANCIAL CORP DEL,BYFC,Original record
82813,CAPITAL CORP OF THE WEST,CCOW,Original record
82814,CHASE FEDERAL SVGS BK MIAMI FL,CHFB,Original record
82815,CONCORD ENERGY INC,CODE,Original record
82816,COLONELS INTERNATIONAL INC,COLO,Original record
82816,COLONELS INTERNATIONAL INC,SPRI,Ticker updated on 2001-03-30
82816,SPORTS RESORTS INTL INC,SPRI,Company name updated on 2001-04-30
82817,ECHOCATH INC,ECHTA,Original record
82818,E S C MEDICAL SYSTEM LTD,ESCMF,Original record
82818,E S C MEDICAL SYSTEM LTD,ESCM,Ticker updated on 1999-09-30
82818,LUMENIS LTD,LUME,Company name and Ticker updated on 2001-09-28
82819,FIRST SOUTH AFRICA CORP LTD,FSACF,Original record
82819,LEISUREPLANET HOLDINGS LTD,LPHL,Company name and Ticker updated on 1999-05-28
82819,SILVERSTAR HOLDINGS LTD,SSTR,Company name and Ticker updated on 2000-12-29
82820,WHITNEY FIDALGO SEAFOODS INC,WFID,Original record
82821,F Y I INC,FYII,Original record
82821,SOURCECORP INC,SRCP,Company name and Ticker updated on 2002-02-28
82822,GIBBS CONSTRUCTION INC,GBSE,Original record
82824,HYBRIDON INC,HYBN,Original record
82824,HYBRIDON INC,HBY,Ticker updated on 2003-12-31
82824,IDERA PHARMACEUTICALS INC,IDP,Company name and Ticker updated on 2005-09-30
82824,IDERA PHARMACEUTICALS INC,IDRA,Ticker updated on 2007-12-31
82824,ACERAGEN INC,ACGN,Company name and Ticker updated on 2023-01-31
82825,L C A VISION INC,LCAV,Original record
82826,LITTLE FALLS BANCORP INC,LFBI,Original record
82827,K & G MENS CENTER INC,MENS,Original record
82828,WICAT SYSTEMS INC,WCAT,Original record
82829,NATIONAL ENVIRONMENTAL SVCS CO,NESC,Original record
82829,N E S C O INC,NESC,Company name updated on 2000-01-31
82830,NICE SYSTEMS LTD,NICEY,Original record
82830,NICE SYSTEMS LTD,NICE,Ticker updated on 1999-04-30
82830,NICE LTD,NICE,Company name updated on 2016-06-30
82831,NEOPHARM INC,NPRM,Original record
82831,NEOPHARM INC,NEO,Ticker updated on 1996-12-31
82831,NEOPHARM INC,NEOL,Ticker updated on 2000-04-28
82831,INSYS THERAPEUTICS INC,INSY,Company name and Ticker updated on 2013-05-31
82832,OMNIPOINT CORP,OMPT,Original record
82833,OPEN TEXT CORP,OTEXF,Original record
82833,OPEN TEXT CORP,OTEX,Ticker updated on 1999-02-26
82834,PARAMOUNT FINANCIAL CORP,PARA,Original record
82834,5 B TECHNOLOGIES CORP,FIVE,Company name and Ticker updated on 2000-02-29
82835,PHYMATRIX CORP,PHMX,Original record
82835,INNOVATIVE CLINICAL SOLUTIONS LT,ICSL,Company name and Ticker updated on 1999-06-30
82836,WICKLUND PETROLEUM CORP,WICK,Original record
82836,WICKLUND HOLDING CO,WICK,Company name updated on 1987-03-31
82837,PHARMACEUTICAL PRODUCT DEV INC,PPDI,Original record
82838,PREMIERE RADIO NETWORKS INC DEL,PRNIA,Original record
82839,PERFORMANCE TECHNOLOGIES INC,PTIX,Original record
82840,RED BRICK SYSTEM INC,REDB,Original record
82841,ALRENCO INC,RNCO,Original record
82841,HOME CHOICE HOLDINGS INC,HMCH,Company name and Ticker updated on 1998-06-30
82843,ROADWAY EXPRESS INC DEL,ROAD,Original record
82843,ROADWAY CORP,ROAD,Company name updated on 2001-05-31
82844,WIDERGREN COMMUNICATIONS INC,WIDE,Original record
82844,WIDCOM INC,WIDE,Company name updated on 1983-12-30
82845,SAGEBRUSH INC,SAGE,Original record
82846,STOCKER & YALE INC NEW,STKR,Original record
82846,STOCKERYALE INC,STKR,Company name updated on 2000-05-31
82847,TECH ELECTRO INDUSTRIES INC,TELE,Original record
82848,TITAN PHARMACEUTICALS INC DEL,TTNP,Original record
82848,TITAN PHARMACEUTICALS INC DEL,TTP,Ticker updated on 1998-11-30
82848,TITAN PHARMACEUTICALS INC,TTNP,Company name updated on 2024-01-31
82849,USABANC COM INC,USAB,Original record
82849,USABANCSHARES COM INC,USAB,Company name updated on 1999-09-30
82850,U S C I INC,USCM,Original record
82851,WILMAR INDUSTRIES INC,WLMR,Original record
82852,WIEN CONSOLIDATED AIRLINES INC,WCON,Original record
82852,WIEN AIR ALASKA INC,WCON,Company name updated on 1973-05-31
